,sound,condition,response,predictability,sentences,response_words,sentence_words,word_count
124,n-18,a,marry could not discuss the tag,(L),mary could not discuss the tack.,"['marry', 'could', 'not', 'discuss', 'the', 'tag']","['mary', 'could', 'not', 'discuss', 'the', 'tack', '.']",4
123,n-18,a,mary could not discuss the tech,(L),mary could not discuss the tack.,"['mary', 'could', 'not', 'discuss', 'the', 'tech']","['mary', 'could', 'not', 'discuss', 'the', 'tack', '.']",5
122,n-18,a,mary could not discuss the tag.,(L),mary could not discuss the tack.,"['mary', 'could', 'not', 'discuss', 'the', 'tag', '.']","['mary', 'could', 'not', 'discuss', 'the', 'tack', '.']",6
121,n-18,a,mary could not discuss attack,(L),mary could not discuss the tack.,"['mary', 'could', 'not', 'discuss', 'attack']","['mary', 'could', 'not', 'discuss', 'the', 'tack', '.']",4
120,n-18,a,mary could not discuss the tax,(L),mary could not discuss the tack.,"['mary', 'could', 'not', 'discuss', 'the', 'tax']","['mary', 'could', 'not', 'discuss', 'the', 'tack', '.']",5
128,n-18,b,they marched to the beat of the drum,(L),mary could not discuss the tack.,"['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum']","['mary', 'could', 'not', 'discuss', 'the', 'tack', '.']",2
129,n-18,b,tom could not discuss the bar,(L),mary could not discuss the tack.,"['tom', 'could', 'not', 'discuss', 'the', 'bar']","['mary', 'could', 'not', 'discuss', 'the', 'tack', '.']",4
239,n-19,b,jane has a problem with the coin,(L),they have a problem with the limb.,"['jane', 'has', 'a', 'problem', 'with', 'the', 'coin']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",4
230,n-19,a,they have a problem with the lint,(L),they have a problem with the limb.,"['they', 'have', 'a', 'problem', 'with', 'the', 'lint']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",6
231,n-19,a,they have a problem with the limb.,(L),they have a problem with the limb.,"['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",8
232,n-19,a,they have a problem with a rince.,(L),they have a problem with the limb.,"['they', 'have', 'a', 'problem', 'with', 'a', 'since', '.']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",7
233,n-19,a,they have a problem with the limbs,(L),they have a problem with the limb.,"['they', 'have', 'a', 'problem', 'with', 'the', 'limbs']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",6
237,n-19,b,tom will discuss the swan,(L),they have a problem with the limb.,"['tom', 'will', 'discuss', 'the', 'swan']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",1
235,n-19,b,they have a problem with the linen,(L),they have a problem with the limb.,"['they', 'have', 'a', 'problem', 'with', 'the', 'linen']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",6
236,n-19,b,they have a problem with a lin,(L),they have a problem with the limb.,"['they', 'have', 'a', 'problem', 'with', 'a', 'lin']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",6
238,n-19,b,this nossle spray is a fine mist,(L),they have a problem with the limb.,"['this', 'nose', 'spray', 'is', 'a', 'fine', 'mist']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",1
234,n-19,a,they have a problem with a limb,(L),they have a problem with the limb.,"['they', 'have', 'a', 'problem', 'with', 'a', 'limb']","['they', 'have', 'a', 'problem', 'with', 'the', 'limb', '.']",7
30,n-2,a,we should have considered the juice,(L),we should have considered the juice.,"['we', 'should', 'have', 'considered', 'the', 'juice']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",6
39,n-2,b,the bomb exploded with a blast,(L),we should have considered the juice.,"['the', 'bomb', 'exploded', 'with', 'a', 'blast']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",1
32,n-2,a,we should consider the juice.,(L),we should have considered the juice.,"['we', 'should', 'consider', 'the', 'juice', '.']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",5
38,n-2,b,a rosebush has pricky thorns,(L),we should have considered the juice.,"['a', 'rosebush', 'has', 'prick', 'thorns']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",0
37,n-2,b,we should have considered the juice,(L),we should have considered the juice.,"['we', 'should', 'have', 'considered', 'the', 'juice']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",6
36,n-2,b,we should consider the juice,(L),we should have considered the juice.,"['we', 'should', 'consider', 'the', 'juice']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",4
35,n-2,b,mary could not discuss the tax,(L),we should have considered the juice.,"['mary', 'could', 'not', 'discuss', 'the', 'tax']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",1
34,n-2,a,we should have considered the juice,(L),we should have considered the juice.,"['we', 'should', 'have', 'considered', 'the', 'juice']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",6
33,n-2,a,we should have considered the juice,(L),we should have considered the juice.,"['we', 'should', 'have', 'considered', 'the', 'juice']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",6
31,n-2,a,we should have considered to choose.,(L),we should have considered the juice.,"['we', 'should', 'have', 'considered', 'to', 'choose', '.']","['we', 'should', 'have', 'considered', 'the', 'juice', '.']",5
62,n-20,a,nancy had considered the series.,(L),nancy had considered the sleeves.,"['nancy', 'had', 'considered', 'the', 'series', '.']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",5
69,n-20,b,ruth hope she heard about the hip,(L),nancy had considered the sleeves.,"['ruth', 'hope', 'she', 'heard', 'about', 'the', 'hip']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",1
68,n-20,b,tom is talking about the fee,(L),nancy had considered the sleeves.,"['tom', 'is', 'talking', 'about', 'the', 'fee']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",1
67,n-20,b,tom is talking about the fee,(L),nancy had considered the sleeves.,"['tom', 'is', 'talking', 'about', 'the', 'fee']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",1
66,n-20,b,nancy has considered the sleeve ,(L),nancy had considered the sleeves.,"['nancy', 'has', 'considered', 'the', 'sleeve']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",3
65,n-20,b,the soup was served in a bowl,(L),nancy had considered the sleeves.,"['the', 'soup', 'was', 'served', 'in', 'a', 'bowl']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",1
60,n-20,a,nancy had concidered the sleeves,(L),nancy had considered the sleeves.,"['nancy', 'had', 'considered', 'the', 'sleeves']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",5
64,n-20,a,nancy had considered the sleeves,(L),nancy had considered the sleeves.,"['nancy', 'had', 'considered', 'the', 'sleeves']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",5
61,n-20,a,nancy could consider the sweeps.,(L),nancy had considered the sleeves.,"['nancy', 'could', 'consider', 'the', 'sweeps', '.']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",3
63,n-20,a,nancy had considered the sleeves,(L),nancy had considered the sleeves.,"['nancy', 'had', 'considered', 'the', 'sleeves']","['nancy', 'had', 'considered', 'the', 'sleeves', '.']",5
170,n-21,a,....the bike that grease,(H),lubricate the bike with grease.					,"[None, 'the', 'bike', 'that', 'grease']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",3
179,n-21,b,the rose bush has prickly thorns,(H),lubricate the bike with grease.					,"['the', 'rose', 'bush', 'has', 'prickly', 'thorns']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",1
172,n-21,a,bards broke the bike with greece.,(H),lubricate the bike with grease.					,"['bards', 'broke', 'the', 'bike', 'with', 'greece', '.']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",4
173,n-21,a,lubricate the bike with grease,(H),lubricate the bike with grease.					,"['lubricate', 'the', 'bike', 'with', 'grease']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",5
174,n-21,a,caked the bike with grease,(H),lubricate the bike with grease.					,"['caked', 'the', 'bike', 'with', 'grease']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",4
175,n-21,b,bill might discuss the firs,(H),lubricate the bike with grease.					,"['bill', 'might', 'discuss', 'the', 'firs']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",1
176,n-21,b,     bike with ,(H),lubricate the bike with grease.					,"['bike', 'with']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",2
177,n-21,b,bob could have known about the spook,(H),lubricate the bike with grease.					,"['bob', 'could', 'have', 'known', 'about', 'the', 'spook']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",1
178,n-21,b,i have spoken about the pile,(H),lubricate the bike with grease.					,"['i', 'have', 'spoken', 'about', 'the', 'pile']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",1
171,n-21,a,you retrieve the bike with grace.,(H),lubricate the bike with grease.					,"['you', 'retrieve', 'the', 'bike', 'with', 'grace', '.']","['lubricate', 'the', 'bike', 'with', 'grease', '.']",4
70,n-22,a,the farmer harvested his crop,(H),the farmer harvested his crop.	,"['the', 'farmer', 'harvested', 'his', 'crop']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",5
79,n-22,b,bob could have known about the spoon',(H),the farmer harvested his crop.	,"['bob', 'could', 'have', 'known', 'about', 'the', 'spoon', ""'""]","['the', 'farmer', 'harvested', 'his', 'crop', '.']",1
78,n-22,b,they have a problem with a limb,(H),the farmer harvested his crop.	,"['they', 'have', 'a', 'problem', 'with', 'a', 'limb']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",0
77,n-22,b,mary could not discuss the tac,(H),the farmer harvested his crop.	,"['mary', 'could', 'not', 'discuss', 'the', 'tac']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",1
76,n-22,b,the farmer harvested his crop,(H),the farmer harvested his crop.	,"['the', 'farmer', 'harvested', 'his', 'crop']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",5
75,n-22,b,the sailor swabbed the deck,(H),the farmer harvested his crop.	,"['the', 'sailor', 'swabbed', 'the', 'deck']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",2
73,n-22,a,the farmer harvested his crop,(H),the farmer harvested his crop.	,"['the', 'farmer', 'harvested', 'his', 'crop']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",5
72,n-22,a,the farmer harvested his crop.,(H),the farmer harvested his crop.	,"['the', 'farmer', 'harvested', 'his', 'crop', '.']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",6
71,n-22,a,the farmer harvested his crop.,(H),the farmer harvested his crop.	,"['the', 'farmer', 'harvested', 'his', 'crop', '.']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",6
74,n-22,a,the farmer harvested his crops,(H),the farmer harvested his crop.	,"['the', 'farmer', 'harvested', 'his', 'crops']","['the', 'farmer', 'harvested', 'his', 'crop', '.']",4
160,n-23,a,bill heard tom call about the coach,(L),bill heard tom called about the coach.,"['bill', 'heard', 'tom', 'call', 'about', 'the', 'coach']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",6
161,n-23,a,bill have told about the coach.,(L),bill heard tom called about the coach.,"['bill', 'have', 'told', 'about', 'the', 'coach', '.']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",5
162,n-23,a,bill had conclude about the coach.,(L),bill heard tom called about the coach.,"['bill', 'had', 'conclude', 'about', 'the', 'coach', '.']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",5
163,n-23,a,bill heard thom called about the coach,(L),bill heard tom called about the coach.,"['bill', 'heard', 'thom', 'called', 'about', 'the', 'coach']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",6
164,n-23,a,will heard tom call about the coach,(L),bill heard tom called about the coach.,"['will', 'heard', 'tom', 'call', 'about', 'the', 'coach']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",5
165,n-23,b,jane has a problem with the coin,(L),bill heard tom called about the coach.,"['jane', 'has', 'a', 'problem', 'with', 'the', 'coin']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",1
166,n-23,b,they'll have    about couch,(L),bill heard tom called about the coach.,"['they', 'all', 'have', 'about', 'couch']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",1
167,n-23,b,the soup was served in a bowl,(L),bill heard tom called about the coach.,"['the', 'soup', 'was', 'served', 'in', 'a', 'bowl']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",1
168,n-23,b,nancy should consider the feast,(L),bill heard tom called about the coach.,"['nancy', 'should', 'consider', 'the', 'feast']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",1
169,n-23,b,you were considering the gang,(L),bill heard tom called about the coach.,"['you', 'were', 'considering', 'the', 'gang']","['bill', 'heard', 'tom', 'called', 'about', 'the', 'coach', '.']",1
314,n-24,a,they marched to the beat of a drum,(H),they marched to the beat of the drum.,"['they', 'marched', 'to', 'the', 'beat', 'of', 'a', 'drum']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",7
310,n-24,a,they marched to the beat of the drum,(H),they marched to the beat of the drum.,"['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",8
311,n-24,a,they marched to the beet at the trunk.......,(H),they marched to the beat of the drum.,"['they', 'marched', 'to', 'the', 'beet', 'at', 'the', 'trunk', None]","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",5
319,n-24,b,nancy had considered the sleeves,(H),they marched to the beat of the drum.,"['nancy', 'had', 'considered', 'the', 'sleeves']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",1
318,n-24,b,the soup was served in a bowl,(H),they marched to the beat of the drum.,"['the', 'soup', 'was', 'served', 'in', 'a', 'bowl']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",1
317,n-24,b,the fruit was shipped in wooden crates,(H),they marched to the beat of the drum.,"['the', 'fruit', 'was', 'shipped', 'in', 'wooden', 'crates']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",1
316,n-24,b,they marched with the beat of drum,(H),they marched to the beat of the drum.,"['they', 'marched', 'with', 'the', 'beat', 'of', 'drum']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",6
315,n-24,b,ruth poured the water down the drain,(H),they marched to the beat of the drum.,"['ruth', 'poured', 'the', 'water', 'down', 'the', 'drain']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",2
312,n-24,a,they marched to beat the dram.,(H),they marched to the beat of the drum.,"['they', 'marched', 'to', 'beat', 'the', 'dram', '.']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",6
313,n-24,a,they marched to the beat of the drum,(H),they marched to the beat of the drum.,"['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum']","['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum', '.']",8
215,n-25,b,tom is talking about the fee,(H),no one was injured in the crash.,"['tom', 'is', 'talking', 'about', 'the', 'fee']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",1
216,n-25,b,no one is    the clash,(H),no one was injured in the crash.,"['no', 'one', 'is', 'the', 'clash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",3
217,n-25,b,the farmer harvested his crop,(H),no one was injured in the crash.,"['the', 'farmer', 'harvested', 'his', 'crop']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",1
218,n-25,b,no one was inured in the crash,(H),no one was injured in the crash.,"['no', 'one', 'was', 'inured', 'in', 'the', 'crash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",6
219,n-25,b,no one was injured in the crash,(H),no one was injured in the crash.,"['no', 'one', 'was', 'injured', 'in', 'the', 'crash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",7
211,n-25,a,no one was injured in the crush.,(H),no one was injured in the crash.,"['no', 'one', 'was', 'injured', 'in', 'the', 'crush', '.']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",7
214,n-25,a,no one was inured in the crash,(H),no one was injured in the crash.,"['no', 'one', 'was', 'inured', 'in', 'the', 'crash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",6
210,n-25,a,noone was injured in the crash,(H),no one was injured in the crash.,"['none', 'was', 'injured', 'in', 'the', 'crash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",5
213,n-25,a,no one was injured in the crash,(H),no one was injured in the crash.,"['no', 'one', 'was', 'injured', 'in', 'the', 'crash']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",7
212,n-25,a,no one would        crush,(H),no one was injured in the crash.,"['no', 'one', 'would', 'crush']","['no', 'one', 'was', 'injured', 'in', 'the', 'crash', '.']",2
106,n-26,b,the old man thinks about the mask,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mask']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",6
105,n-26,b,the bomb exploded with a blast,(L),the old man thinks about the mast.,"['the', 'bomb', 'exploded', 'with', 'a', 'blast']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",1
109,n-26,b,they marched to the beat of the drum,(L),the old man thinks about the mast.,"['they', 'marched', 'to', 'the', 'beat', 'of', 'the', 'drum']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",2
107,n-26,b,ruth called the water down the drain,(L),the old man thinks about the mast.,"['ruth', 'called', 'the', 'water', 'down', 'the', 'drain']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",2
104,n-26,a,the old man thinks about the mask,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mask']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",6
103,n-26,a,the old man thinks about the masked,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'masked']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",6
102,n-26,a,the old man thinks about the most.,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'most', '.']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",7
101,n-26,a,the old man thinks about the last.,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'last', '.']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",7
100,n-26,a,the old man thinks about the mask,(L),the old man thinks about the mast.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mask']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",6
108,n-26,b,nancy had considered the sleeves,(L),the old man thinks about the mast.,"['nancy', 'had', 'considered', 'the', 'sleeves']","['the', 'old', 'man', 'thinks', 'about', 'the', 'mast', '.']",1
209,n-27,b,roof caught the rain down the drain,(H),the sailor swabbed the deck.,"['roof', 'caught', 'the', 'rain', 'down', 'the', 'drain']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",2
208,n-27,b,robb could have known about the spoon,(H),the sailor swabbed the deck.,"['robb', 'could', 'have', 'known', 'about', 'the', 'spoon']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",1
207,n-27,b,lubricate the bike with grease,(H),the sailor swabbed the deck.,"['lubricate', 'the', 'bike', 'with', 'grease']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",1
206,n-27,b,the sailor swop the deck,(H),the sailor swabbed the deck.,"['the', 'sailor', 'swop', 'the', 'deck']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",4
205,n-27,b,the farmer harvested his crops,(H),the sailor swabbed the deck.,"['the', 'farmer', 'harvested', 'his', 'crops']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",1
204,n-27,a,the sailors swapped the deck,(H),the sailor swabbed the deck.,"['the', 'sailors', 'swapped', 'the', 'deck']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",3
203,n-27,a,the sailor scrubbed the deck,(H),the sailor swabbed the deck.,"['the', 'sailor', 'scrubbed', 'the', 'deck']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",4
202,n-27,a,the sales   got the duck.,(H),the sailor swabbed the deck.,"['the', 'sales', 'got', 'the', 'duck', '.']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",3
200,n-27,a,the sailor swapped the deck,(H),the sailor swabbed the deck.,"['the', 'sailor', 'swapped', 'the', 'deck']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",4
201,n-27,a,the status on the eck.,(H),the sailor swabbed the deck.,"['the', 'status', 'on', 'the', 'neck', '.']","['the', 'sailor', 'swabbed', 'the', 'deck', '.']",3
55,n-28,b,the old man thinks about the mast,(L),tom will discuss the swan.,"['the', 'old', 'man', 'thinks', 'about', 'the', 'mast']","['tom', 'will', 'discuss', 'the', 'swan', '.']",2
58,n-28,b,tom will discuss the swan,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'the', 'swan']","['tom', 'will', 'discuss', 'the', 'swan', '.']",5
57,n-28,b,nancy should consider the fist,(L),tom will discuss the swan.,"['nancy', 'should', 'consider', 'the', 'fist']","['tom', 'will', 'discuss', 'the', 'swan', '.']",1
56,n-28,b,tom will discuss the swan ,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'the', 'swan']","['tom', 'will', 'discuss', 'the', 'swan', '.']",5
53,n-28,a,thom will discuss this one,(L),tom will discuss the swan.,"['thom', 'will', 'discuss', 'this', 'one']","['tom', 'will', 'discuss', 'the', 'swan', '.']",2
54,n-28,a,tom will discuss this one,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'this', 'one']","['tom', 'will', 'discuss', 'the', 'swan', '.']",3
52,n-28,a,tom was discussed the swarm.,(L),tom will discuss the swan.,"['tom', 'was', 'discussed', 'the', 'swarm', '.']","['tom', 'will', 'discuss', 'the', 'swan', '.']",3
51,n-28,a,tom will discuss the wamp.,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'the', 'camp', '.']","['tom', 'will', 'discuss', 'the', 'swan', '.']",5
50,n-28,a,tom will disucss this one,(L),tom will discuss the swan.,"['tom', 'will', 'discuss', 'this', 'one']","['tom', 'will', 'discuss', 'the', 'swan', '.']",3
59,n-28,b,after his bath he wore a robe,(L),tom will discuss the swan.,"['after', 'his', 'bath', 'he', 'wore', 'a', 'robe']","['tom', 'will', 'discuss', 'the', 'swan', '.']",0
190,n-29,a,i was interested in the breath,(L),ann was interested in the breath.,"['i', 'was', 'interested', 'in', 'the', 'breath']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",5
199,n-29,b,the soup was served in a bowl,(L),ann was interested in the breath.,"['the', 'soup', 'was', 'served', 'in', 'a', 'bowl']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",3
198,n-29,b,the boy gave the football a kick,(L),ann was interested in the breath.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",2
197,n-29,b,the boy gave the football a kick,(L),ann was interested in the breath.,"['the', 'boy', 'gave', 'the', 'football', 'a', 'kick']","['ann', 'was', 'interested', 'in', 'the', 'breath', '.']",2
